iter	MultiClass
116	0.6898787716
117	0.6896872524
118	0.6895304747
119	0.6893810733
120	0.689272657
121	0.6890985988
122	0.6889443024
123	0.6887855456
124	0.6886768043
125	0.6885592369
126	0.6884592325
127	0.6882534207
128	0.6881305075
129	0.6879220701
130	0.6878286813
131	0.6876581099
132	0.6873974528
133	0.6872475177
134	0.687074038
135	0.6869186983
136	0.6868493746
137	0.6867371538
138	0.6865321997
139	0.6863612092
140	0.6862677639
141	0.6861652532
142	0.6860234827
143	0.6858978679
144	0.6858229764
145	0.6857457662
146	0.6855718509
147	0.6853754615
148	0.6852804375
149	0.6851124918
150	0.6850130949
151	0.6849486809
152	0.6847455292
153	0.6846601888
154	0.6845437761
155	0.6844327649
156	0.6842089562
157	0.6841456894
158	0.6839918434
159	0.6838815313
160	0.6837783423
161	0.683660126
162	0.683530496
163	0.683417892
164	0.683262543
165	0.6830799806
166	0.6829439495
167	0.6828071669
168	0.6826004064
169	0.6824111568
170	0.6822906788
171	0.6821427985
172	0.6820106313
173	0.6817936898
174	0.6816369441
175	0.6814859696
176	0.6813041157
177	0.6812139758
178	0.6810417879
179	0.6808638478
180	0.680671994
181	0.6805345344
182	0.6804482866
183	0.6804016344
184	0.6803216315
185	0.6802371894
186	0.6800994523
187	0.6799566954
188	0.6798349964
189	0.6796505725
190	0.6795502309
191	0.6794164023
192	0.6792697787
193	0.6791426337
194	0.6790118231
195	0.6788724292
196	0.6787420387
197	0.6785916584
198	0.6784798159
199	0.6783963114
200	0.6782475099
201	0.678061285
202	0.677878115
203	0.6777721622
204	0.6776416392
205	0.6774835501
206	0.6773332975
207	0.6772363765
208	0.6771267215
209	0.6770046749
210	0.6768657732
211	0.6767006709
212	0.6765539724
213	0.6763991582
214	0.6762960971
215	0.6761501607
216	0.6759984043
217	0.6758997781
218	0.6757285243
219	0.675569108
220	0.6755189734
221	0.6754200572
222	0.6753128696
223	0.6751280383
224	0.6749759658
225	0.6748761427
226	0.6747209297
227	0.6745685906
228	0.6744107253
229	0.6742619037
230	0.6741038375
231	0.674008553
232	0.6739131975
233	0.6737811168
234	0.673644881
235	0.6735840635
236	0.6734049028
237	0.6732923593
238	0.6731629202
239	0.6730560526
240	0.6729225121
241	0.6727297985
242	0.6726245883
243	0.672490948
244	0.6723671006
245	0.6722152327
246	0.6721310098
247	0.6719163221
248	0.6717877251
249	0.6716750547
250	0.6715985429
251	0.6715052807
252	0.6713764239
253	0.6712367227
254	0.6711619518
255	0.6710378103
256	0.6709304615
257	0.6707791575
258	0.6705560866
259	0.6704534968
260	0.6703347084
261	0.6702100537
262	0.6700535758
263	0.6699477049
264	0.6698497841
265	0.6697330617
266	0.6696011611
267	0.6694937044
268	0.6694232716
269	0.6693388588
270	0.6692412977
271	0.6691200739
272	0.6690322199
273	0.6689203258
274	0.6687515017
275	0.6686071213
276	0.6684911848
277	0.6683730641
278	0.6682045169
279	0.6681424055
280	0.668013179
281	0.6678553561
282	0.6678365204
283	0.6677270693
284	0.6675911215
285	0.6674495849
286	0.6673791555
287	0.6672960817
288	0.6671905983
289	0.6670802441
290	0.6670364691
291	0.6668899318
292	0.6668045428
293	0.6667112487
294	0.6665591966
295	0.6664791417
296	0.66636272
297	0.6662578408
298	0.6661417583
299	0.6660093349
300	0.6658970959
301	0.6657825372
302	0.6656928298
303	0.6655492549
304	0.6654474017
305	0.6653307827
306	0.6652294814
307	0.6651479731
308	0.6650308453
309	0.6649524314
310	0.6648564627
311	0.6647326263
312	0.6646884662
313	0.6645707187
314	0.6644914914
315	0.6643413006
316	0.6641618941
317	0.6640427485
318	0.6639215473
319	0.663844806
320	0.6637108557
321	0.6636091537
322	0.6634791043
323	0.6634147301
324	0.6632486183
325	0.6631395847
326	0.6630747624
327	0.6629494209
328	0.6628494625
329	0.6627081036
330	0.6625932999
331	0.6624564031
332	0.6623409928
333	0.6622477001
334	0.6621782183
335	0.6620862842
336	0.6619709957
337	0.6619030411
338	0.6617682298
339	0.6616745958
340	0.6615566554
341	0.6614132713
342	0.6613497376
343	0.6612778417
344	0.661186201
345	0.6610837742
346	0.6609724183
347	0.6608920982
348	0.6607794893
349	0.6606328447
350	0.6605290433
351	0.6604221149
352	0.6603370749
353	0.6602177507
354	0.6601246095
355	0.6600540098
356	0.6599447251
357	0.659868151
358	0.6597359036
359	0.6595561664
360	0.6594337819
361	0.6593113863
362	0.6592243085
363	0.6590628053
364	0.6589471682
365	0.6588076067
366	0.6586823641
367	0.6585678821
368	0.6584748785
369	0.6583727495
370	0.6583038091
371	0.6581973141
372	0.6580828054
373	0.6579075579
374	0.6578259332
375	0.6577423534
376	0.6576255183
377	0.6575086934
378	0.6574358703
379	0.6573668315
380	0.6572510035
381	0.6571270505
382	0.6570561013
383	0.6569943983
384	0.6568940192
385	0.6567921127
386	0.6566896089
387	0.6565676705
388	0.6564415551
389	0.6563460225
390	0.6562690504
391	0.6561605908
392	0.6559754304
393	0.655851864
394	0.6557551005
395	0.6556366038
396	0.6555468742
397	0.6554533852
398	0.655294012
399	0.6551602626
400	0.6550296577
401	0.6549156827
402	0.6548605474
403	0.6547982751
404	0.654701142
405	0.6545958642
406	0.6544997476
407	0.6543964412
408	0.654286037
409	0.654180515
410	0.6540549041
411	0.6539491093
412	0.6538593992
413	0.6537540453
414	0.653673241
415	0.653514413
416	0.6534091152
417	0.6533175564
418	0.6532116443
419	0.6530931606
420	0.6530364064
421	0.6529772548
422	0.6529179957
423	0.6528225105
424	0.6527137578
425	0.6526046905
426	0.6525172243
427	0.6524226301
428	0.6522579883
429	0.6521906378
430	0.6521076935
431	0.6519794257
432	0.6519122196
433	0.6517842803
434	0.651736806
435	0.6516674366
436	0.651551944
437	0.6514448313
438	0.651364133
439	0.6512275439
440	0.6511486165
441	0.6509901053
442	0.6508837334
443	0.6507555537
444	0.650647957
445	0.6505356349
446	0.6504366394
447	0.6503323442
448	0.650215922
449	0.6501270622
450	0.6500520624
451	0.6499586545
452	0.6498633904
453	0.6497530697
454	0.649690771
455	0.6496085458
456	0.6494926033
457	0.649364783
458	0.6493171385
459	0.6492495966
460	0.6491749704
461	0.6491126768
462	0.6490154053
463	0.6489411228
464	0.648823594
465	0.6487023402
466	0.6486078525
467	0.6484775601
468	0.6483961938
469	0.6482491084
470	0.6481322536
471	0.6480258841
472	0.6479357884
473	0.6478503614
474	0.6477981932
475	0.6476938943
476	0.6476243447
477	0.647566887
478	0.6474513449
479	0.6473236677
480	0.6472542561
481	0.6471722804
482	0.6470643024
483	0.6469772987
484	0.6468716293
485	0.6467719894
486	0.6467090325
487	0.6466191458
488	0.6465408964
489	0.6464332352
490	0.646295231
491	0.6462312891
492	0.6460781278
493	0.6460293129
494	0.6458968987
495	0.645795081
496	0.6457072407
497	0.6455919429
498	0.645522281
499	0.6454360329
500	0.6453585357
501	0.6452255772
502	0.6451398091
503	0.6450376286
504	0.644907146
505	0.6447992807
506	0.6446737462
507	0.6445726868
508	0.6444405833
509	0.6443070151
510	0.6442031596
511	0.644097239
512	0.6439940395
513	0.6439255156
514	0.6438379385
515	0.6437598402
516	0.6436677522
517	0.6435781833
518	0.6434626673
519	0.6433671619
520	0.6432828414
521	0.6431822307
522	0.6430742877
523	0.6430143253
524	0.6429246094
525	0.6428654958
526	0.6427451009
527	0.6426575213
528	0.642503755
529	0.6424283143
530	0.6423081314
531	0.6422526011
532	0.6421815966
533	0.6420792219
534	0.6419718499
535	0.6418174706
536	0.6417397954
537	0.6416802546
538	0.641561494
539	0.6414953687
540	0.6413540882
541	0.6412619332
542	0.6411400484
543	0.640984379
544	0.6408548194
545	0.6407893464
546	0.6407245228
547	0.6406312604
548	0.6405425042
549	0.6404493924
550	0.6403904126
551	0.6403267174
552	0.6401542319
553	0.6400816392
554	0.6399881991
555	0.6398256708
556	0.6397310766
557	0.6396204674
558	0.639511757
559	0.6393894143
560	0.639283145
561	0.6391411402
562	0.6390701448
563	0.6389816812
564	0.6388281281
565	0.638737747
566	0.6386406321
567	0.6385226366
568	0.6384064156
569	0.6382593265
570	0.6381606127
571	0.6380172858
572	0.6379020478
573	0.637784097
574	0.637689524
575	0.637628447
576	0.6375752166
577	0.6374885502
578	0.6373933134
579	0.6373062741
580	0.6371531751
581	0.6370581982
582	0.6369362425
583	0.63686794
584	0.6367639867
585	0.6366797097
586	0.6365803993
587	0.6364995349
588	0.6364294921
589	0.6363074616
590	0.6361465388
591	0.6360769015
592	0.6359828769
593	0.6359199935
594	0.6358187347
595	0.6357428346
596	0.6356588671
597	0.6355620031
598	0.6354711876
599	0.6353922727
600	0.6353107287
601	0.6352165611
602	0.6351240006
603	0.6350476791
604	0.634972399
605	0.6348895128
606	0.6347883288
607	0.6346699623
608	0.6346121591
609	0.6344989156
610	0.6343150845
611	0.634203337
612	0.634128756
613	0.6339700412
614	0.6338779141
615	0.6337757143
616	0.6336152464
617	0.6335477475
618	0.6333828913
619	0.6333237345
620	0.6332448797
621	0.6331448545
622	0.6330577973
623	0.6329747457
624	0.6328909425
625	0.6328126236
626	0.6327162557
627	0.6326404553
628	0.6325022262
629	0.6324330951
630	0.6323672302
631	0.6322650433
632	0.6321585014
633	0.632016002
634	0.6319635311
635	0.6318924732
636	0.6317759206
637	0.6316850049
638	0.6315897375
639	0.6314744386
640	0.631371296
641	0.6312420905
642	0.6311633374
643	0.6311181045
644	0.6310006555
645	0.6308907858
646	0.6308133028
647	0.6307259695
648	0.6306148693
649	0.6305057538
650	0.6303948021
651	0.6302882915
652	0.6301817643
653	0.6300593374
654	0.6299666417
655	0.6297956407
656	0.6296725138
657	0.6295379474
658	0.6294253053
659	0.6293429614
660	0.629235149
661	0.6291401844
662	0.629036838
663	0.6289330746
664	0.6288608791
665	0.6288070526
666	0.6287241293
667	0.628605696
668	0.6285165205
669	0.6284224025
670	0.6283417317
671	0.628265953
672	0.6281820908
673	0.628086338
674	0.6279824377
675	0.6279347828
676	0.6278186376
677	0.6277117661
678	0.6276200783
679	0.6275141681
680	0.6274342285
681	0.6273412486
682	0.6272751306
683	0.6271932841
684	0.6271102721
685	0.6270024505
686	0.6269291733
687	0.6268485762
688	0.6267350504
689	0.6266900562
690	0.6266188126
691	0.6265322393
692	0.6264290648
693	0.6263723082
694	0.6262935235
695	0.6261671975
696	0.6261230186
697	0.626050136
698	0.6259419517
699	0.6258791487
700	0.6257911982
701	0.6257483955
702	0.6256002238
703	0.625491407
704	0.6254465048
705	0.6253684564
706	0.6252756869
707	0.6251749711
708	0.6250763763
709	0.6250097381
710	0.624938884
711	0.6248148633
712	0.6247222606
713	0.6246111611
714	0.6245191479
715	0.6244502451
716	0.6243861345
717	0.6243094029
718	0.6241865093
719	0.6240946944
720	0.6240387367
721	0.6239662738
722	0.6238376859
723	0.6237162284
724	0.6236183384
725	0.6235095217
726	0.6234139786
727	0.6232921156
728	0.6231142987
729	0.6230293206
730	0.6229148252
731	0.6228003968
732	0.6227407409
733	0.6226531519
734	0.6225200048
735	0.6224304362
736	0.6223782564
737	0.6222795591
738	0.6222106856
739	0.6221301862
740	0.6220359227
741	0.6219556891
742	0.6218873975
743	0.6217827004
744	0.6216992493
745	0.621630979
746	0.621569142
747	0.6214477082
748	0.6213706219
749	0.6212889743
750	0.621195686
751	0.6211217012
752	0.6210304687
753	0.6209478717
754	0.6208597362
755	0.6207868465
756	0.6207313363
757	0.6206074632
758	0.6205248346
759	0.6204211833
760	0.6203478916
761	0.6202892806
762	0.6202214403
763	0.6201384774
764	0.6200654685
765	0.6199813229
766	0.6199014155
767	0.6197960188
768	0.6197464053
769	0.6196849448
770	0.619595321
771	0.619523077
772	0.6194139109
773	0.6193284454
774	0.6192801453
775	0.6191479773
776	0.6190711879
777	0.6189796107
778	0.6188752491
779	0.618753009
780	0.6186494511
781	0.6185241376
782	0.61846719
783	0.6183255446
784	0.6182017697
785	0.6180657183
786	0.6178731802
787	0.617790742
788	0.6177014222
789	0.6176457601
790	0.6175613899
791	0.617472035
792	0.6173853594
793	0.6172961601
794	0.6171838574
795	0.6170921453
796	0.6170071749
797	0.616953051
798	0.6168739207
799	0.6167947312
800	0.6167165241
801	0.6165756543
802	0.6165371166
803	0.6164571859
804	0.6163806702
805	0.6163155454
806	0.6162647287
807	0.6161762733
808	0.6161103952
809	0.6160117388
810	0.6159327616
811	0.6158390119
812	0.6157390536
813	0.6156319542
814	0.6155056035
815	0.6154356068
816	0.6153479418
817	0.6152935612
818	0.615230142
819	0.6151618541
820	0.6150876426
821	0.6150095406
822	0.6149175333
823	0.6148731873
824	0.6147617302
825	0.614688796
826	0.6146015013
827	0.6145076558
828	0.6144322776
829	0.6143461214
830	0.6142750086
831	0.6142339043
832	0.6141538746
833	0.6140657031
834	0.6139502379
835	0.6138685366
836	0.6138047932
837	0.6136965699
838	0.6136244584
839	0.613555494
840	0.613437346
841	0.6133306973
842	0.6132392547
843	0.6131604565
844	0.6130742357
845	0.6129769035
846	0.6128795216
847	0.6127686137
848	0.6126675461
849	0.6125830872
850	0.6125273061
851	0.6124248624
852	0.612362175
853	0.6122973103
854	0.6121904356
855	0.6120942497
856	0.6120200735
857	0.6119679446
858	0.6119090074
859	0.611846711
860	0.611744588
861	0.6115746387
862	0.6114752957
863	0.6114057637
864	0.6113622919
865	0.6112752328
866	0.6112091433
867	0.6111090157
868	0.6110366418
869	0.610926496
870	0.6108183261
871	0.6107069278
872	0.6105836175
873	0.6104775806
874	0.6103881875
875	0.6102880162
876	0.6101867354
877	0.6100767605
878	0.6100021769
879	0.6099324696
880	0.6098340448
881	0.6097330516
882	0.609616016
883	0.6095387118
884	0.609482613
885	0.6093361412
886	0.6092329402
887	0.6091623921
888	0.6090897253
889	0.609045982
890	0.6089579924
891	0.608886758
892	0.6087734558
893	0.6087261881
894	0.6086541653
895	0.6086248984
896	0.6085852459
897	0.6084927437
898	0.6084251869
899	0.6082937131
900	0.6082488701
901	0.6081433141
902	0.6080618764
903	0.6079273716
904	0.6078800834
905	0.6077768736
906	0.6076878491
907	0.6075808302
908	0.6074913611
909	0.6073942214
910	0.6073259781
911	0.6072361822
912	0.6071561824
913	0.6070704874
914	0.6069667872
915	0.6068773687
916	0.6067957429
917	0.606687903
918	0.6066216339
919	0.6065177359
920	0.6064712512
921	0.6063828239
922	0.6063191258
923	0.6062371601
924	0.6061824749
925	0.6061119474
926	0.6060183818
927	0.605974233
928	0.6058839734
929	0.6057623031
930	0.6056824858
931	0.6055970067
932	0.6055021292
933	0.6054900128
934	0.6054015286
935	0.6053477334
936	0.6052884738
937	0.6052381577
938	0.6051659978
939	0.6050959661
940	0.6049923643
941	0.6049012584
942	0.6047897992
943	0.6047151803
944	0.6045965138
945	0.6045348871
946	0.6044878607
947	0.6044370106
948	0.6043334991
949	0.6042380161
950	0.6041622498
951	0.6040524155
952	0.6039869457
953	0.6038924118
954	0.6038400493
955	0.603748006
956	0.6036586777
957	0.6035662369
958	0.6034808516
959	0.6034168605
960	0.6033044592
961	0.6032385735
962	0.6031431959
963	0.6030583345
964	0.6029823886
965	0.6029264354
966	0.6028746212
967	0.602773516
968	0.6026787527
969	0.6025993672
970	0.6025372018
971	0.6024484442
972	0.6023657945
973	0.6022971937
974	0.602210277
975	0.6021492366
976	0.6020443583
977	0.601925242
978	0.601853291
979	0.601769911
980	0.6016998003
981	0.6016323636
982	0.601554382
983	0.6014912378
984	0.6013917938
985	0.6013244114
986	0.6012486654
987	0.6011696617
988	0.6011119596
989	0.6010289195
990	0.6009675066
991	0.6008770968
992	0.6008061211
993	0.6007461024
994	0.6006368594
995	0.6005653031
996	0.6004698188
997	0.6003973151
998	0.6003226904
999	0.6002821873
1000	0.6002192513
1001	0.6001768085
1002	0.6000486741
1003	0.6000031805
1004	0.5999485758
1005	0.5998421788
1006	0.5997462991
1007	0.5996449257
1008	0.5995707415
1009	0.5995160577
1010	0.5994340441
1011	0.5993410238
1012	0.5992493947
1013	0.5991203528
1014	0.5990264011
1015	0.5989543905
1016	0.5988593277
1017	0.5987560679
1018	0.5986698023
1019	0.5985054933
1020	0.5984682764
1021	0.5984006061
1022	0.5983511483
1023	0.5982584775
1024	0.5981925308
1025	0.5981079203
1026	0.5980279496
1027	0.597966679
1028	0.597884764
1029	0.5978425636
1030	0.5977121546
1031	0.5976409332
1032	0.5975403421
1033	0.5974527167
1034	0.5973525243
1035	0.5972591575
1036	0.5972061913
1037	0.5971206587
1038	0.5970676565
1039	0.5969759977
1040	0.596901865
1041	0.5968209046
1042	0.5967366373
1043	0.5966867106
1044	0.5965850582
1045	0.5965029359
1046	0.5964483951
1047	0.5963891102
1048	0.5962687149
1049	0.5961852995
1050	0.5961130785
1051	0.5960083257
1052	0.5958933613
1053	0.5958256578
1054	0.5957406467
1055	0.5956125428
1056	0.5955638178
1057	0.5954701874
1058	0.5953765251
1059	0.5952756927
1060	0.5951924852
1061	0.5951415847
1062	0.5950829813
1063	0.5950089967
1064	0.5948895912
1065	0.5948255387
1066	0.5947508085
1067	0.5947197069
1068	0.5946554762
1069	0.5945484022
1070	0.5944601728
1071	0.5944261068
1072	0.5943647493
1073	0.5942882402
1074	0.5941930495
1075	0.5940644714
1076	0.5940238824
1077	0.5939533151
1078	0.5938428389
1079	0.5937729644
1080	0.5936303779
1081	0.5935105817
1082	0.593372164
1083	0.5932859834
1084	0.5932117036
1085	0.5931072132
1086	0.593044205
1087	0.5929573735
1088	0.5928636613
1089	0.5927981664
1090	0.5926983853
1091	0.5926037523
1092	0.59257025
1093	0.5924735175
1094	0.592377814
1095	0.5922525969
1096	0.5921698689
1097	0.5920465883
1098	0.5919593626
1099	0.5918881522
1100	0.5917960712
1101	0.5917056833
1102	0.5916524277
1103	0.5915877194
1104	0.5915170855
1105	0.5913987397
1106	0.5913405353
1107	0.5912559948
1108	0.591180828
1109	0.5910465394
1110	0.5910073518
1111	0.5909462925
1112	0.5908585931
1113	0.5907542336
1114	0.5906704355
1115	0.590609996
1116	0.590500434
1117	0.5903726381
1118	0.5902867146
1119	0.5902213849
1120	0.5901515871
1121	0.590045027
1122	0.5899880414
1123	0.5898688815
1124	0.5897838837
1125	0.5896862158
1126	0.5896183041
1127	0.5895239625
1128	0.589445731
1129	0.5893824077
1130	0.5893051984
1131	0.5892207478
1132	0.5891225897
1133	0.5890542036
1134	0.5889622681
1135	0.588866849
1136	0.58881737
1137	0.5887656348
1138	0.5886946983
1139	0.5886074169
1140	0.5885263058
1141	0.5884532887
1142	0.5883537029
1143	0.5882886094
1144	0.5882411106
1145	0.588167672
1146	0.5881033388
1147	0.5879982994
1148	0.5879521606
1149	0.5878777007
1150	0.5878009121
1151	0.587746967
1152	0.5876713862
1153	0.5875852064
1154	0.5875352783
1155	0.5874557563
1156	0.5873771983
1157	0.5872912145
1158	0.5872068419
1159	0.587151899
1160	0.587098723
1161	0.5870537653
1162	0.5869621584
1163	0.5868899993
1164	0.5868150252
1165	0.5867278694
1166	0.5866422769
1167	0.5865701294
1168	0.586495605
1169	0.5863915455
1170	0.5863230472
1171	0.5862446096
1172	0.5861836711
1173	0.5861224757
1174	0.5860223412
1175	0.5859485256
1176	0.5858973416
1177	0.5858585512
1178	0.5857817394
1179	0.5857225059
1180	0.5856456237
1181	0.5855426968
1182	0.5854671994
1183	0.5853531431
1184	0.5853010045
1185	0.5852191897
1186	0.5851231896
1187	0.5850702856
1188	0.5849874734
1189	0.5849020461
1190	0.5848271638
1191	0.5847733749
1192	0.5847195876
1193	0.5846570454
1194	0.5845961793
1195	0.5845206833
1196	0.5844536537
1197	0.5843377567
1198	0.5842844742
1199	0.5842034745
1200	0.5841018317
1201	0.5840429398
1202	0.5838928904
1203	0.583823781
1204	0.5837634584
1205	0.5836554778
1206	0.5836058554
1207	0.5835491869
1208	0.5835009846
1209	0.5833887007
1210	0.5833205113
1211	0.5832689175
1212	0.5831886223
1213	0.5831337854
1214	0.5830325438
1215	0.5829616163
1216	0.5828759107
1217	0.5827722808
1218	0.5827003543
1219	0.5826391629
1220	0.5825550843
1221	0.5824632009
1222	0.5824150966
1223	0.582356838
1224	0.5822996286
1225	0.5821683454
1226	0.5821150017
1227	0.5820682992
1228	0.5820197906
1229	0.5819714844
1230	0.5819246858
1231	0.581849376
1232	0.5817630437
1233	0.5816984496
1234	0.5816064582
1235	0.5815232546
1236	0.5814682254
1237	0.5814117656
1238	0.5813440162
1239	0.5812596701
1240	0.5812126573
1241	0.5811245383
1242	0.5810642459
1243	0.5809998288
1244	0.5809531951
1245	0.5808882713
1246	0.5808182757
1247	0.5807454584
1248	0.5806373844
1249	0.5805526008
1250	0.5805180311
1251	0.5804575182
1252	0.5803884841
1253	0.580318177
1254	0.5802483898
1255	0.5801789025
1256	0.5801123199
1257	0.5800131339
1258	0.5799787028
1259	0.5799221765
1260	0.5798447136
1261	0.5797718016
1262	0.5797146092
1263	0.5796328061
1264	0.5795575988
1265	0.5795143315
1266	0.5794851488
1267	0.579400588
1268	0.5793459598
1269	0.5792714739
1270	0.5791582611
1271	0.5790614764
1272	0.5789645771
1273	0.5788956666
1274	0.578829942
1275	0.5787405198
1276	0.578669398
1277	0.5786240577
1278	0.5785311088
1279	0.5784648507
1280	0.5783757445
1281	0.578314365
1282	0.5782401075
1283	0.5781847302
1284	0.5781073644
1285	0.5780490049
1286	0.5779941912
1287	0.5779217173
1288	0.5778342783
1289	0.5777735659
1290	0.5777192301
1291	0.577687703
1292	0.577582683
1293	0.5775093154
1294	0.5774374918
1295	0.577420404
1296	0.5773706854
1297	0.5772987262
1298	0.5772372767
1299	0.5771619872
1300	0.5770981871
1301	0.5770474934
1302	0.576942031
1303	0.576870295
1304	0.5768295585
1305	0.5767218675
1306	0.5766465683
1307	0.5765750452
1308	0.5764955239
1309	0.5764151649
1310	0.5763475715
1311	0.5762727585
1312	0.5762247128
1313	0.5761692552
1314	0.5760943462
1315	0.5760174723
1316	0.575929839
1317	0.5758945391
1318	0.5758073891
1319	0.5757436998
1320	0.5757146407
1321	0.5755991576
1322	0.5755384719
1323	0.5755020495
1324	0.5754429182
1325	0.5753693192
1326	0.5752868542
1327	0.5752047914
1328	0.5751542828
1329	0.5751050674
1330	0.574985496
1331	0.5749190415
1332	0.5748036586
1333	0.5746928658
1334	0.5746369652
1335	0.5745862833
1336	0.5745023497
1337	0.5744396168
1338	0.5743950883
1339	0.5743621643
1340	0.5742866266
1341	0.574246552
1342	0.5742093501
1343	0.5741310824
1344	0.5740257039
1345	0.5739677393
1346	0.5739046243
1347	0.5738069844
1348	0.5737237548
1349	0.5736478875
1350	0.5735865972
1351	0.5735027516
1352	0.5734118732
1353	0.5733080141
1354	0.5732406053
1355	0.5731813626
1356	0.5731366522
1357	0.5730574627
1358	0.5729486831
1359	0.5728671472
1360	0.5727698417
1361	0.572738665
1362	0.5726582833
1363	0.572609239
1364	0.5725626516
1365	0.5725021659
1366	0.5724234418
1367	0.5723638304
1368	0.5722706515
1369	0.5722040197
1370	0.5721206568
1371	0.5720271507
1372	0.571949383
1373	0.5718792805
1374	0.571835033
1375	0.571784939
1376	0.5716919977
1377	0.5716349999
1378	0.5715322494
1379	0.5714778539
1380	0.5714114477
1381	0.5713280868
1382	0.5712516102
1383	0.5712136717
1384	0.5711761599
1385	0.5710781651
1386	0.571003407
1387	0.5709486694
1388	0.5709155282
1389	0.570806452
1390	0.5707484276
1391	0.5707041267
1392	0.5706201805
1393	0.5705822138
1394	0.5705472894
1395	0.5704922407
1396	0.570395836
1397	0.5703348898
1398	0.5702433792
1399	0.57017435
1400	0.5701053789
1401	0.5700640037
1402	0.5699939913
1403	0.5699088168
1404	0.5698532948
1405	0.5697670892
1406	0.569707222
1407	0.5696226157
1408	0.56954706
1409	0.5694474232
1410	0.5693287046
1411	0.569249444
1412	0.5691540285
1413	0.5691027041
1414	0.5690524128
1415	0.5689326814
1416	0.5688480052
1417	0.5687928365
1418	0.5687453225
1419	0.5686801302
1420	0.5686208506
1421	0.5685427406
1422	0.5684632549
1423	0.5684113603
1424	0.5683371617
1425	0.5682652895
1426	0.5681637116
1427	0.5680790611
1428	0.5680315887
1429	0.5679644633
1430	0.567890219
1431	0.5678256244
1432	0.5677511826
1433	0.5676795507
1434	0.5676302842
1435	0.5675192904
1436	0.5674475836
1437	0.5673864246
1438	0.5672789732
1439	0.5672337632
1440	0.5671777581
1441	0.5670773053
1442	0.5670219157
1443	0.5669611806
1444	0.5668943505
1445	0.5667818098
1446	0.5667152767
1447	0.5666280418
1448	0.5665362122
1449	0.5664695619
1450	0.5664056994
1451	0.566356626
1452	0.5663177101
1453	0.5662473647
1454	0.566179344
1455	0.5661195727
1456	0.5660598779
1457	0.566009929
1458	0.5659412292
1459	0.5658615653
1460	0.565753345
1461	0.5656741405
1462	0.5656136813
1463	0.5655511329
1464	0.565488616
1465	0.5654256716
1466	0.5653410704
1467	0.565245374
1468	0.5651636305
1469	0.565099156
1470	0.5650172605
1471	0.5649435047
1472	0.5648264168
1473	0.5647716361
1474	0.5647196141
1475	0.5646769076
1476	0.564567887
1477	0.5645059666
1478	0.5644564371
1479	0.5643959177
1480	0.5643432777
1481	0.5642574408
1482	0.56418486
1483	0.5640946435
1484	0.5639991715
1485	0.5639284094
1486	0.5638244389
1487	0.5637746781
1488	0.563709584
1489	0.563634861
1490	0.5635449738
1491	0.5634783449
1492	0.5634123365
1493	0.5633608326
1494	0.563300525
1495	0.5632238076
1496	0.5631661169
1497	0.5631128709
1498	0.5630331274
1499	0.5629923158
